problem_id,language,reference_length,cand_1_codebleu,cand_1_compile,cand_1_pass,cand_2_codebleu,cand_2_compile,cand_2_pass,cand_3_codebleu,cand_3_compile,cand_3_pass,cand_4_codebleu,cand_4_compile,cand_4_pass,cand_5_codebleu,cand_5_compile,cand_5_pass,cand_6_codebleu,cand_6_compile,cand_6_pass,cand_7_codebleu,cand_7_compile,cand_7_pass,cand_8_codebleu,cand_8_compile,cand_8_pass,cand_9_codebleu,cand_9_compile,cand_9_pass,cand_10_codebleu,cand_10_compile,cand_10_pass,cand_11_codebleu,cand_11_compile,cand_11_pass,cand_12_codebleu,cand_12_compile,cand_12_pass,cand_13_codebleu,cand_13_compile,cand_13_pass,cand_14_codebleu,cand_14_compile,cand_14_pass,cand_15_codebleu,cand_15_compile,cand_15_pass,cand_16_codebleu,cand_16_compile,cand_16_pass,cand_17_codebleu,cand_17_compile,cand_17_pass,cand_18_codebleu,cand_18_compile,cand_18_pass,cand_19_codebleu,cand_19_compile,cand_19_pass,cand_20_codebleu,cand_20_compile,cand_20_pass,cand_21_codebleu,cand_21_compile,cand_21_pass,cand_22_codebleu,cand_22_compile,cand_22_pass,cand_23_codebleu,cand_23_compile,cand_23_pass,cand_24_codebleu,cand_24_compile,cand_24_pass,cand_25_codebleu,cand_25_compile,cand_25_pass
10,dart,712,0.375,0,0,0.28229,0,0,0.3,0,0,0.31696,0,0,0.30974,0,0,0.27566,0,0,0.28229,0,0,0.3244,0,0,0.3125,0,0,0.26667,0,0,0.3,0,0,0.29444,0,0,0.26667,0,0,0.34167,0,0,0.33333,0,0,0.26786,0,0,0.3125,0,0,0.27878,0,0,0.26471,0,0,0.29191,0,0,0.3,0,0,0.3125,0,0,0.28229,0,0,0.275,0,0,0.375,0,0
11,dart,1231,0.29861,0,0,0.29102,0,0,0.25926,0,0,0.28125,0,0,0.29167,0,0,0.33333,0,0,0.31696,0,0,0.25,0,0,0.3125,0,0,0.39352,0,0,0.26667,0,0,0.36458,0,0,0.34583,0,0,0.28333,0,0,0.26389,0,0,0.275,0,0,0.30962,0,0,0.27083,0,0,0.3125,0,0,0.32125,0,0,0.31923,0,0,0.25926,0,0,0.275,0,0,0.27859,0,0,0.2735,0,0
12,dart,623,0.34167,0,0,0.34167,0,0,0.26316,0,0,0.3298,0,0,0.3125,0,0,0.275,0,0,0.28571,0,0,0.36458,0,0,0.36253,0,0,0.28698,0,0,0.275,0,0,0.27327,0,0,0.29299,0,0,0.29167,0,0,0.3125,0,0,0.3,0,0,0.27787,0,0,0.3125,0,0,0.28236,0,0,0.38816,0,0,0.26471,0,0,0.29167,0,0,0.26562,0,0,0.26316,0,0,0.30238,0,0
13,dart,602,0.34583,0,0,0.3625,0,0,0.32447,0,0,0.32212,0,0,0.34546,0,0,0.3,0,0,0.31136,0,0,0.31882,0,0,0.32579,0,0,0.33087,0,0,0.31042,0,0,0.34821,0,0,0.30316,0,0,0.36806,0,0,0.34737,0,0,0.35263,0,0,0.29143,0,0,0.25862,0,0,0.28542,0,0,0.36424,0,0,0.3125,0,0,0.33334,0,0,0.27372,0,0,0.3125,0,0,0.34167,0,0
14,dart,522,0.31316,0,0,0.25926,0,0,0.29167,0,0,0.29262,0,0,0.26786,0,0,0.26316,0,0,0.30929,0,0,0.40625,0,0,0.3125,0,0,0.26042,0,0,0.28229,0,0,0.2625,0,0,0.29356,0,0,0.34028,0,0,0.375,0,0,0.26316,0,0,0.35049,0,0,0.325,0,0,0.26963,0,0,0.28571,0,0,0.36706,0,0,0.29167,0,0,0.28125,0,0,0.38333,0,0,0.27083,0,0
15,dart,1486,0.31273,0,0,0.25,0,0,0.3378,0,0,0.375,0,0,0.3375,0,0,0.30903,0,0,0.3196,0,0,0.35,0,0,0.3125,0,0,0.28972,0,0,0.5,0,0,0.3625,0,0,0.3125,0,0,0.3625,0,0,0.3125,0,0,0.32679,0,0,0.34511,0,0,0.26923,0,0,0.35833,0,0,0.32323,0,0,0.38068,0,0,0.32386,0,0,0.375,0,0,0.32381,0,0,0.39583,0,0
16,dart,718,0.35263,0,0,0.2619,0,0,0.26087,0,0,0.325,0,0,0.375,0,0,0.27273,0,0,0.26087,0,0,0.28709,0,0,0.28365,0,0,0.2625,0,0,0.27083,0,0,0.39583,0,0,0.34167,0,0,0.2619,0,0,0.375,0,0,0.40625,0,0,0.28125,0,0,0.27083,0,0,0.32032,0,0,0.32381,0,0,0.33036,0,0,0.40865,0,0,0.2625,0,0,0.27566,0,0,0.3,0,0
17,dart,1793,0.26136,0,0,0.425,0,0,0.28087,0,0,0.33882,0,0,0.4375,0,0,0.33456,0,0,0.29196,0,0,0.43333,0,0,0.325,0,0,0.34659,0,0,0.30456,0,0,0.27273,0,0,0.375,0,0,0.26962,0,0,0.32941,0,0,0.3625,0,0,0.36111,0,0,0.34688,0,0,0.28229,0,0,0.32212,0,0,0.27425,0,0,0.29773,0,0,0.35,0,0,0.32885,0,0,0.27129,0,0
18,dart,3211,0.4375,0,0,0.5,0,0,0.54167,0,0,0.525,0,0,0.44886,0,0,0.45312,0,0,0.4375,0,0,0.44444,0,0,0.45833,0,0,0.39583,0,0,0.375,0,0,0.4375,0,0,0.44712,0,0,0.46154,0,0,0.5,0,0,0.40962,0,0,0.46667,0,0,0.49554,0,0,0.42273,0,0,0.475,0,0,0.45833,0,0,0.45,0,0,0.5,0,0,0.39773,0,0,0.4375,0,0
19,dart,1514,0.21717,0,0,0.10417,0,0,0.1875,0,0,0.125,0,0,0.1,0,0,0.17174,0,0,0.125,0,0,0.19444,0,0,0.09722,0,0,0.23333,0,0,0.13333,0,0,0.10294,0,0,0.15385,0,0,0.22917,0,0,0.1625,0,0,0.19444,0,0,0.20833,0,0,0.25,0,0,0.15024,0,0,0.1125,0,0,0.17083,0,0,0.21875,0,0,0.1875,0,0,0.23333,0,0,0.175,0,0
20,dart,1239,0.28972,0,0,0.28739,0,0,0.30078,0,0,0.39583,0,0,0.27712,0,0,0.31667,0,0,0.28229,0,0,0.38988,0,0,0.28462,0,0,0.34688,0,0,0.25694,0,0,0.28188,0,0,0.27327,0,0,0.33846,0,0,0.2619,0,0,0.33261,0,0,0.32176,0,0,0.27206,0,0,0.28462,0,0,0.33036,0,0,0.31203,0,0,0.25893,0,0,0.32418,0,0,0.2872,0,0,0.31715,0,0
21,dart,1155,0.35952,0,0,0.29167,0,0,0.36522,0,0,0.26667,0,0,0.34583,0,0,0.30895,0,0,0.26471,0,0,0.27778,0,0,0.33333,0,0,0.28571,0,0,0.34596,0,0,0.27327,0,0,0.26389,0,0,0.39583,0,0,0.27129,0,0,0.31335,0,0,0.29356,0,0,0.26667,0,0,0.29356,0,0,0.27083,0,0,0.28709,0,0,0.33333,0,0,0.34167,0,0,0.27859,0,0,0.40417,0,0
22,dart,1612,0.34375,0,0,0.28571,0,0,0.34028,0,0,0.35417,0,0,0.29167,0,0,0.33036,0,0,0.35417,0,0,0.3375,0,0,0.2934,0,0,0.40714,0,0,0.42708,0,0,0.3,0,0,0.34545,0,0,0.28125,0,0,0.31696,0,0,0.33333,0,0,0.26562,0,0,0.33125,0,0,0.30076,0,0,0.30719,0,0,0.375,0,0,0.32778,0,0,0.32828,0,0,0.27083,0,0,0.3378,0,0
23,dart,1086,0.275,0,0,0.375,0,0,0.32143,0,0,0.3,0,0,0.29356,0,0,0.29167,0,0,0.27136,0,0,0.26316,0,0,0.40294,0,0,0.35,0,0,0.38334,0,0,0.38782,0,0,0.27087,0,0,0.34583,0,0,0.25758,0,0,0.28389,0,0,0.3125,0,0,0.35714,0,0,0.28125,0,0,0.33333,0,0,0.27327,0,0,0.38636,0,0,0.28125,0,0,0.4,0,0,0.36458,0,0
24,dart,165,0.2619,0,0,0.27083,0,0,0.32672,0,0,0.30629,0,0,0.30129,0,0,0.31686,0,0,0.31188,0,0,0.29167,0,0,0.3212,0,0,0.3125,0,0,0.25,0,0,0.28012,0,0,0.26667,0,0,0.32393,0,0,0.3125,0,0,0.3125,0,0,0.33476,0,0,0.5,0,0,0.29233,0,0,0.28125,0,0,0.26042,0,0,0.3125,0,0,0.28084,0,0,0.27273,0,0,0.3,0,0
25,dart,516,0.2758,0,0,0.275,0,0,0.31342,0,0,0.26857,0,0,0.30399,0,0,0.27383,0,0,0.26136,0,0,0.33335,0,0,0.25806,0,0,0.3125,0,0,0.31446,0,0,0.29762,0,0,0.37778,0,0,0.30004,0,0,0.34649,0,0,0.25,0,0,0.28192,0,0,0.31854,0,0,0.34137,0,0,0.28043,0,0,0.35211,0,0,0.25962,0,0,0.2713,0,0,0.27036,0,0,0.33456,0,0
26,dart,408,0.28424,0,0,0.31104,0,0,0.31261,0,0,0.28125,0,0,0.26786,0,0,0.28129,0,0,0.375,0,0,0.29167,0,0,0.32303,0,0,0.3125,0,0,0.41667,0,0,0.26562,0,0,0.3,0,0,0.29167,0,0,0.33444,0,0,0.29174,0,0,0.2625,0,0,0.29061,0,0,0.26786,0,0,0.3,0,0,0.32646,0,0,0.26042,0,0,0.26,0,0,0.29167,0,0,0.32755,0,0
27,dart,1193,0.38149,0,0,0.30734,0,0,0.4375,0,0,0.3,0,0,0.31872,0,0,0.4375,0,0,0.31944,0,0,0.43571,0,0,0.33929,0,0,0.42857,0,0,0.4575,0,0,0.44583,0,0,0.32812,0,0,0.30208,0,0,0.2963,0,0,0.31194,0,0,0.31944,0,0,0.44676,0,0,0.29464,0,0,0.43906,0,0,0.35,0,0,0.3125,0,0,0.38889,0,0,0.30435,0,0,0.35417,0,0
28,dart,1580,0.36058,0,0,0.36731,0,0,0.35952,0,0,0.296,0,0,0.33838,0,0,0.325,0,0,0.29608,0,0,0.40948,0,0,0.26136,0,0,0.34943,0,0,0.34405,0,0,0.34028,0,0,0.45,0,0,0.32125,0,0,0.3228,0,0,0.31696,0,0,0.36061,0,0,0.38859,0,0,0.32518,0,0,0.54167,0,0,0.34167,0,0,0.36731,0,0,0.44583,0,0,0.4125,0,0,0.30506,0,0
29,dart,1518,0.40476,0,0,0.3625,0,0,0.41111,0,0,0.3631,0,0,0.31019,0,0,0.38333,0,0,0.30893,0,0,0.38333,0,0,0.33333,0,0,0.27174,0,0,0.35795,0,0,0.26962,0,0,0.30745,0,0,0.425,0,0,0.26087,0,0,0.30714,0,0,0.26962,0,0,0.34167,0,0,0.32143,0,0,0.28102,0,0,0.34583,0,0,0.31119,0,0,0.3125,0,0,0.28636,0,0,0.3125,0,0
30,dart,1953,0.27859,0,0,0.2619,0,0,0.3,0,0,0.33173,0,0,0.26042,0,0,0.34821,0,0,0.34191,0,0,0.325,0,0,0.35469,0,0,0.28709,0,0,0.2625,0,0,0.32721,0,0,0.47205,0,0,0.28229,0,0,0.26563,0,0,0.28571,0,0,0.4625,0,0,0.3125,0,0,0.38095,0,0,0.26962,0,0,0.35,0,0,0.32566,0,0,0.27566,0,0,0.28852,0,0,0.41667,0,0
31,dart,1538,0.33682,0,0,0.3125,0,0,0.31295,0,0,0.46897,0,0,0.36269,0,0,0.30769,0,0,0.45417,0,0,0.44837,0,0,0.31818,0,0,0.31932,0,0,0.4,0,0,0.32131,0,0,0.32394,0,0,0.34412,0,0,0.41587,0,0,0.4375,0,0,0.41136,0,0,0.42,0,0,0.33661,0,0,0.45673,0,0,0.4375,0,0,0.32571,0,0,0.4,0,0,0.38005,0,0,0.30682,0,0
32,dart,1938,0.375,0,0,0.33947,0,0,0.29659,0,0,0.4,0,0,0.35417,0,0,0.39236,0,0,0.2859,0,0,0.31696,0,0,0.34167,0,0,0.44286,0,0,0.375,0,0,0.39583,0,0,0.35833,0,0,0.34167,0,0,0.36905,0,0,0.4375,0,0,0.30614,0,0,0.41071,0,0,0.52778,0,0,0.4125,0,0,0.425,0,0,0.44286,0,0,0.32083,0,0,0.425,0,0,0.3228,0,0
33,dart,1822,0.30278,0,0,0.28125,0,0,0.27083,0,0,0.3263,0,0,0.27273,0,0,0.29196,0,0,0.29356,0,0,0.26667,0,0,0.32917,0,0,0.33173,0,0,0.28571,0,0,0.35,0,0,0.4375,0,0,0.2619,0,0,0.27859,0,0,0.3375,0,0,0.33125,0,0,0.30556,0,0,0.27083,0,0,0.33388,0,0,0.32083,0,0,0.27273,0,0,0.29608,0,0,0.275,0,0,0.32337,0,0
34,dart,2127,0.36111,0,0,0.4,0,0,0.30962,0,0,0.4375,0,0,0.32941,0,0,0.33704,0,0,0.34167,0,0,0.31696,0,0,0.28125,0,0,0.33846,0,0,0.34028,0,0,0.36607,0,0,0.31905,0,0,0.325,0,0,0.27778,0,0,0.31923,0,0,0.4,0,0,0.29504,0,0,0.29,0,0,0.31696,0,0,0.2902,0,0,0.36111,0,0,0.34545,0,0,0.28312,0,0,0.32176,0,0
35,dart,1773,0.3467,0,0,0.32419,0,0,0.29688,0,0,0.41667,0,0,0.27567,0,0,0.325,0,0,0.25862,0,0,0.27778,0,0,0.27431,0,0,0.26389,0,0,0.25833,0,0,0.30299,0,0,0.27212,0,0,0.33704,0,0,0.4,0,0,0.36818,0,0,0.27337,0,0,0.325,0,0,0.27819,0,0,0.32679,0,0,0.3375,0,0,0.28465,0,0,0.26562,0,0,0.2619,0,0,0.3414,0,0
36,dart,1979,0.46429,0,0,0.375,0,0,0.27632,0,0,0.31295,0,0,0.4475,0,0,0.375,0,0,0.34283,0,0,0.32008,0,0,0.36549,0,0,0.35846,0,0,0.45833,0,0,0.32974,0,0,0.375,0,0,0.4375,0,0,0.40062,0,0,0.25,0,0,0.4125,0,0,0.375,0,0,0.41471,0,0,0.34722,0,0,0.31862,0,0,0.45635,0,0,0.3125,0,0,0.29808,0,0,0.3956,0,0
37,dart,2041,0.35795,0,0,0.43452,0,0,0.44808,0,0,0.35417,0,0,0.32406,0,0,0.32292,0,0,0.3125,0,0,0.43409,0,0,0.32353,0,0,0.45,0,0,0.36846,0,0,0.26389,0,0,0.45,0,0,0.32353,0,0,0.42632,0,0,0.45066,0,0,0.33929,0,0,0.44167,0,0,0.37269,0,0,0.43261,0,0,0.34988,0,0,0.46131,0,0,0.4,0,0,0.4375,0,0,0.45833,0,0
38,dart,2299,0.3625,0,0,0.28125,0,0,0.32273,0,0,0.44643,0,0,0.27778,0,0,0.30733,0,0,0.3125,0,0,0.2934,0,0,0.5,0,0,0.4375,0,0,0.29444,0,0,0.26667,0,0,0.35417,0,0,0.26471,0,0,0.3125,0,0,0.30042,0,0,0.26786,0,0,0.31696,0,0,0.2625,0,0,0.3125,0,0,0.32917,0,0,0.28229,0,0,0.26667,0,0,0.26667,0,0,0.37132,0,0
39,dart,408,0.27083,0,0,0.475,0,0,0.32295,0,0,0.30257,0,0,0.2674,0,0,0.29977,0,0,0.30966,0,0,0.27083,0,0,0.42138,0,0,0.34341,0,0,0.35556,0,0,0.3625,0,0,0.35511,0,0,0.26042,0,0,0.3,0,0,0.29171,0,0,0.33427,0,0,0.27502,0,0,0.33333,0,0,0.27778,0,0,0.2734,0,0,0.3125,0,0,0.3155,0,0,0.34936,0,0,0.38334,0,0
40,dart,593,0.30903,0,0,0.36461,0,0,0.33462,0,0,0.33516,0,0,0.28613,0,0,0.34123,0,0,0.30089,0,0,0.38068,0,0,0.29781,0,0,0.32411,0,0,0.32211,0,0,0.625,0,0,0.38492,0,0,0.35165,0,0,0.26562,0,0,0.35,0,0,0.36429,0,0,0.31206,0,0,0.34168,0,0,0.36061,0,0,0.35723,0,0,0.26042,0,0,0.33174,0,0,0.30839,0,0,0.30279,0,0
41,dart,888,0.3539,0,0,0.3625,0,0,0.37179,0,0,0.27083,0,0,0.36786,0,0,0.31944,0,0,0.28709,0,0,0.425,0,0,0.35119,0,0,0.39286,0,0,0.45833,0,0,0.33333,0,0,0.375,0,0,0.375,0,0,0.29167,0,0,0.27421,0,0,0.29021,0,0,0.34167,0,0,0.28125,0,0,0.33333,0,0,0.33333,0,0,0.3125,0,0,0.375,0,0,0.54167,0,0,0.39583,0,0
42,dart,615,0.28291,0,0,0.32886,0,0,0.37143,0,0,0.34925,0,0,0.31765,0,0,0.31016,0,0,0.31561,0,0,0.27083,0,0,0.32386,0,0,0.30248,0,0,0.34167,0,0,0.29368,0,0,0.35,0,0,0.35839,0,0,0.26825,0,0,0.25893,0,0,0.30404,0,0,0.30703,0,0,0.32255,0,0,0.34007,0,0,0.27889,0,0,0.27463,0,0,0.27838,0,0,0.32163,0,0,0.26042,0,0
43,dart,1795,0.16848,0,0,0.15,0,0,0.08333,0,0,0.125,0,0,0.06667,0,0,0.08333,0,0,0.125,0,0,0.125,0,0,0.14545,0,0,0.1875,0,0,0.07917,0,0,0.20833,0,0,0.08333,0,0,0.20833,0,0,0.10294,0,0,0.1875,0,0,0.1875,0,0,0.0,0,0,0.125,0,0,0.07026,0,0,0.1369,0,0,0.20833,0,0,0.25,0,0,0.18333,0,0,0.10714,0,0
44,dart,2408,0.31944,0,0,0.2625,0,0,0.25758,0,0,0.2963,0,0,0.33578,0,0,0.34965,0,0,0.41071,0,0,0.33578,0,0,0.2619,0,0,0.25,0,0,0.29773,0,0,0.26926,0,0,0.35278,0,0,0.29821,0,0,0.29778,0,0,0.33571,0,0,0.31829,0,0,0.3303,0,0,0.26042,0,0,0.37879,0,0,0.28462,0,0,0.4011,0,0,0.32885,0,0,0.44643,0,0,0.33669,0,0
45,dart,1701,0.31696,0,0,0.26667,0,0,0.3125,0,0,0.28571,0,0,0.26087,0,0,0.28571,0,0,0.30278,0,0,0.5,0,0,0.375,0,0,0.275,0,0,0.27083,0,0,0.33036,0,0,0.28125,0,0,0.3125,0,0,0.29167,0,0,0.26923,0,0,0.26786,0,0,0.33712,0,0,0.5,0,0,0.375,0,0,0.29356,0,0,0.33333,0,0,0.3,0,0,0.3125,0,0,0.39583,0,0
46,dart,1409,0.32275,0,0,0.3625,0,0,0.45625,0,0,0.37917,0,0,0.38929,0,0,0.31431,0,0,0.34295,0,0,0.31389,0,0,0.32721,0,0,0.4375,0,0,0.35,0,0,0.34375,0,0,0.38068,0,0,0.33882,0,0,0.325,0,0,0.34167,0,0,0.33333,0,0,0.37692,0,0,0.32885,0,0,0.33571,0,0,0.36667,0,0,0.29167,0,0,0.40341,0,0,0.35096,0,0,0.33835,0,0
47,dart,664,0.26042,0,0,0.274,0,0,0.27941,0,0,0.26903,0,0,0.26,0,0,0.33823,0,0,0.27695,0,0,0.28375,0,0,0.27881,0,0,0.28659,0,0,0.32227,0,0,0.26728,0,0,0.30784,0,0,0.3236,0,0,0.25714,0,0,0.29535,0,0,0.27335,0,0,0.28218,0,0,0.29316,0,0,0.3014,0,0,0.28953,0,0,0.32664,0,0,0.32049,0,0,0.29922,0,0,0.26682,0,0
48,dart,868,0.26667,0,0,0.28229,0,0,0.26316,0,0,0.34821,0,0,0.26562,0,0,0.27859,0,0,0.26786,0,0,0.31072,0,0,0.26389,0,0,0.3244,0,0,0.27951,0,0,0.33631,0,0,0.31316,0,0,0.37179,0,0,0.3125,0,0,0.27083,0,0,0.29464,0,0,0.33523,0,0,0.33333,0,0,0.28125,0,0,0.30098,0,0,0.30571,0,0,0.32721,0,0,0.31571,0,0,0.27083,0,0
49,dart,1149,0.31087,0,0,0.3125,0,0,0.30203,0,0,0.32167,0,0,0.26087,0,0,0.32858,0,0,0.28572,0,0,0.325,0,0,0.34849,0,0,0.3125,0,0,0.42857,0,0,0.26788,0,0,0.31471,0,0,0.27,0,0,0.29497,0,0,0.34167,0,0,0.34821,0,0,0.26471,0,0,0.35715,0,0,0.34659,0,0,0.34028,0,0,0.29287,0,0,0.2942,0,0,0.3,0,0,0.31389,0,0
50,dart,387,0.2849,0,0,0.30278,0,0,0.33351,0,0,0.275,0,0,0.26087,0,0,0.28125,0,0,0.26923,0,0,0.32125,0,0,0.33333,0,0,0.4375,0,0,0.5,0,0,0.28571,0,0,0.31696,0,0,0.3125,0,0,0.26667,0,0,0.31352,0,0,0.31788,0,0,0.26786,0,0,0.34375,0,0,0.33523,0,0,0.33333,0,0,0.26667,0,0,0.35417,0,0,0.34587,0,0,0.375,0,0
51,dart,629,0.34375,0,0,0.31696,0,0,0.34028,0,0,0.43333,0,0,0.26786,0,0,0.39583,0,0,0.41964,0,0,0.32671,0,0,0.29167,0,0,0.34028,0,0,0.26923,0,0,0.3,0,0,0.3125,0,0,0.40476,0,0,0.36458,0,0,0.39583,0,0,0.31696,0,0,0.28571,0,0,0.38039,0,0,0.3,0,0,0.5,0,0,0.425,0,0,0.34167,0,0,0.375,0,0,0.5,0,0
52,dart,652,0.26786,0,0,0.26969,0,0,0.275,0,0,0.4375,0,0,0.3125,0,0,0.43333,0,0,0.29167,0,0,0.475,0,0,0.3,0,0,0.26562,0,0,0.27327,0,0,0.26471,0,0,0.3,0,0,0.32143,0,0,0.36369,0,0,0.2765,0,0,0.25862,0,0,0.27129,0,0,0.36905,0,0,0.29167,0,0,0.29423,0,0,0.33333,0,0,0.325,0,0,0.29167,0,0,0.32681,0,0
53,dart,625,0.30032,0,0,0.34252,0,0,0.32338,0,0,0.35763,0,0,0.31789,0,0,0.34032,0,0,0.375,0,0,0.375,0,0,0.32469,0,0,0.35,0,0,0.34261,0,0,0.28366,0,0,0.30621,0,0,0.32033,0,0,0.30844,0,0,0.3,0,0,0.34255,0,0,0.3,0,0,0.32778,0,0,0.27083,0,0,0.27808,0,0,0.3,0,0,0.28217,0,0,0.475,0,0,0.31029,0,0
54,dart,2277,0.33594,0,0,0.31454,0,0,0.31439,0,0,0.27941,0,0,0.29596,0,0,0.26833,0,0,0.31213,0,0,0.35192,0,0,0.31111,0,0,0.32778,0,0,0.27505,0,0,0.27195,0,0,0.32813,0,0,0.3588,0,0,0.34167,0,0,0.25735,0,0,0.28451,0,0,0.30641,0,0,0.27705,0,0,0.25862,0,0,0.31528,0,0,0.25893,0,0,0.32721,0,0,0.25926,0,0,0.32564,0,0
