"path","size","lfs_sha256","blob_id"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_rs_sft_allarms/pytorch_model.bin","902787195","f7085f12580704efd56704c2d721b06e3ec38c25496ae93736a051d9cbc34a19","51d0369ffadff276ba1008e1ba41cf2e4ddec7c5"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_rs_sft_allarms/training_args.bin","5393","e3ae5a6f50981b718e3fc32f0b631c2130320c93d7500b6fcfa6fa2dd184e971","c96160a3105086cc74229369cdca5ecffd88f2da"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_rs_sft_withB_ref_lite/pytorch_model.bin","902787195","e90cfc9b0d968e2f23a1cbea240fda395651b213ad6b9c58ab4b8c9f932f12c0","a7b313db7d374063fa23b2e6e9e7b86a450418da"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_rs_sft_withB_ref_lite/training_args.bin","5393","60aa6a915dc70bc1613860ee712d2844e122ca8dfff94589b1606f8be9af55ff","d02176a22451ba200c64b4ec899965174ce81735"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_rs_sft_withB_ref_ultralite/pytorch_model.bin","902787195","8d7163e6f89e764beb0b369374397a2a1d66805feb3ab478cf18528aad910ca1","fd500410e9a99326cf54696a07cc255a7ba90a57"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_rs_sft_withB_ref_ultralite/training_args.bin","5393","8affcbd03975f9c6a54c40c08e1ac3d9a96a2e5465bb13cfa56a5aef724b4c9d","5c51606616a18a8272c3cb56db8d07affd2bace2"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_simko_grpo/pytorch_model.bin","902786935","dee1a5d9cde62719a45178e927af3bf1f7f848705a43fbdb712319aa2af260a9","d1ca67d09609b32a055fcaa6f17dbe931469e8af"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_style1036_sft/pytorch_model.bin","902787195","a7a47ddb95883acc2671022c533db328befb4efa52e9d4b4ea8f8670fc6913f9","172de4e23ae8d2cbfd80f75e365c4a00d2d4e291"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_style1036_sft/training_args.bin","5393","844a41068d6a9c1080315b69347804cb332fe4ff16c0619a5044e7a426d6de36","eef516667949840821bc9da0e2479a0ba51bfdba"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_style_repair_ultralite/pytorch_model.bin","902787195","d30c7acb78f6d9c44bf63e674bce02ff479ee4cbe841fc94175d0c1d99ee6297","8a693c7317441b9bdd784b63c5ca2ee2d100d0ce"
"artifacts/qwen3-8b-base_lora_enc_dec_r64_5e6_gcb_a128_x86_g3_style_repair_ultralite/training_args.bin","5393","edc4f95f8aa85795b6dc95cc82bef567034f0b2947c359a9e9437983614ade0a","3006622dac1ac4be4209396dfe2181414aee1c49"
