"sha256","bytes","path"
"48a935d9cddd9d79bd54579d3a1366e31c0f95b53c438e86a3e56dec7d071fe6","5073","code/scripts/data/tok_counter.py"
"a6c5098061825b2867b56a229e48d17ba240cf307fbd9ba9be163bd3f735e8c4","12135","code/scripts/data/token_matcher.py"
"2e8e51780b2a360ceff6ad70f404d91f4f70126ea971b8cf78f5cb93b7ca214b","7226","code/scripts/data/validate_arm64_cfg.py"
"a2b3d7b435c38421d59fa513cbc709137074c28224e2f317bafdb492b8f37a13","11525","code/scripts/data/validate_data.py"
"ff23543cd72c49549336e0cb1196df5f7df3cfb3fbf9dd438bb356c9d500642b","8448","code/scripts/data/validate_synthetic_pool.py"
"1595612b24bca731bc7e19f5008968884f692782a07d2d0300df8a0662721c3b","9419","code/scripts/data/zero_pass_audit.py"
"ce75dfe8262225c5f452fe03cd7dbb4ae79a69ba1b363d6251ab971850442b8b","19602","code/scripts/evaluation/analyze_rerank_antigravity.py"
"ee6f6dac28bf0585bbd04165c5b52723e9169d3f9d1f8a6877a19a6339494f03","7200","code/scripts/evaluation/analyze_rerank_reports_antigravity.py"
"aaa52b108fd966fc0506532f3059323fe1fc510e61ef2c4f2e252288b6a806b6","29133","code/scripts/evaluation/codebleu.py"
"07febf6dd4eb1d14de7bacfbb6ead610df7d2fd2dd647ba6a46ded05934d7fd1","31768","code/scripts/evaluation/codebleu2.py"
"f7c451222c5d2697bee9b7df6f1c48386379a1b38440040bf80b47a533b8015a","11270","code/scripts/evaluation/compile_statistical_results_antigravity.py"
"80e1531ddb1509d1fdbc1139d9b12e2b372bbbb893f20490997245b7d64cd5e6","15446","code/scripts/evaluation/compile-test.py"
"c3dc006a15356f5a7009e27b220b7653a26f261e7b7dd9f8706b689242df6def","9295","code/scripts/evaluation/compile-test_local.py"
"4471bdbd5fa5cac1c806f08901a2aa59ec0d7c9f14193a4f22ee21b75a7e4fde","1122","code/scripts/evaluation/graph_codebleu.py"
"2e7baf37e743bef79c81ca22bf76a598515edfd45fc9171cddeae3e6d4a038ac","3050","code/scripts/evaluation/graph_codebleu_antigravity.py"
"fe3fcb778404b2fe678bb375d1ef10bb760cbfecf7ef271b3744f7b8d4caffd6","1339","code/scripts/evaluation/graph_compile_at_k.py"
"c49b6a4ed0e47a2d94a40bb8d2f0023d8ff9b9f23d5465fa53bdbfce1533f2b7","16866","code/scripts/evaluation/graph_compile_at_k_antigravity.py"
"4b3a6318d7c5b802ea4e9da0e78500fe33acfc9a9f8b18128114ed791da78534","7022","code/scripts/evaluation/graph_compile_batch_antigravity.py"
"7d473a130fc44dcb87310b18e43cbe98780228a94a22653b987228218d0cc86f","5197","code/scripts/evaluation/graph_inference.py"
"99107186a937d050de0dcc4ae0d94fe7729b99373be75005c8738eb5aa84b4b1","20439","code/scripts/evaluation/graph_inference_antigravity.py"
"0f2f3c92b07d32f3788cc9509e3cfe9db7e9c39313b47bf65e18da9c72c36115","690","code/scripts/evaluation/graph_metrics.py"
"18515f68fc9377bcf80560a662ed6370c884364d5eb44288201051d8080896f5","975","code/scripts/evaluation/graph_pass_at_k.py"
"f0e6123b7e904cab23732ced6cd9ac9be2cb7261eac842a9da7e69f882c27c31","9464","code/scripts/evaluation/graph_pass_at_k_antigravity.py"
"803222bf503aca79975b2cc99007fd2200f7d18aa974976fc3e660ca418967f8","17911","code/scripts/evaluation/paper_stats_antigravity.py"
"504ef3ab9e2e58b7cb07083b5108817690f455e8579bda448db20c2de8c1ec7d","13238","code/scripts/evaluation/Pass_at k_openai.py"
"a32e200633d9ce15781da50c3b2153fe6914c2a6c535fa81311ae9ba1c444ce4","2787","code/scripts/evaluation/passk_by_half.py"
"d3d5fd73026bee1cafe5bc523439e41f1e89401a10482bf8b99af9dcf28aab7b","22579","code/scripts/evaluation/rerank_predictions_antigravity.py"
"98cc3a7fc70bc7f41eaf8740faffeafdb35de84ab204e1aa2bafb82a5ce27878","5179","code/scripts/evaluation/score_selected_offline_antigravity.py"
"836aa11dada14c856fdc46f168cbf78308174ab49689ac9ae3d6fa696b5544e9","13787","code/scripts/evaluation/tester.py"
"49dca71ebdeda7ad00d43e13ee0d48ef9aaf9435debabe800eb10b400374348f","3560","code/scripts/evaluation/tester_local.py"
"41733736187705fc9e04776200319fcc555827e593cb519f80420c6388759d1a","12605","code/scripts/evaluation/tester2.py"
"aa5fbcc8770457c3423f2cb352a16dcea3722daadaaf367d96fb954bd6209848","4976","code/scripts/evaluation/tester2_local.py"
"5686f0709dead5dae891669a086e879b886a399bc52fd38d8dee34763a2eb4ba","6801","code/scripts/evaluation/tester3.py"
"692f7b62cf5b4ca655eb1ccbd25a6be17ac5fd352b83e9d9515649d031c95121","20075","code/scripts/evaluation/Tokens_per_line.py"
"5438865306414f6b0b911829e0680e5fb8b53fe75421043ac9456701e148f0e6","31243","code/scripts/evaluation/Two_stage_pass_at k_openai.py"
"520e22e9d69a2e40c217aff0e2f2a561af0ed26d41baa9635424333e67c326af","28832","code/scripts/training/chunked_sft_fixed.py"
"eac813f4ceb48cfd5da95aa8ef208a34482ee5f76b66ec42a1afcf87d6994cb5","40726","code/scripts/training/Dart_grpo_training_fixed.py"
"ee910ff4e6d608010a48d7bedd6277a8911b8ffadd5eb66dffcfcfc948a28250","16866","code/scripts/training/dual_distil.py"
"36b4a7dd29acc6b7d251f4c8dbf1d16763de3edbcfaa09576867795d987944bb","11709","code/scripts/training/dual_distil_unsloth.py"
"2ff333be03ec3747bc650f543eb0655c68e805b413885f4e004c20fc6e067b52","12758","code/scripts/training/dual_distil2.py"
"11efcb44e20a06cff692ad0e49c9ac4e704a38a9642e84be1730e2fbc4ec2651","14448","code/scripts/training/dual_distil3.py"
"650e5facb8775349b046b235c2f7b83439887b80b7850f06278de2fac657b80c","11828","code/scripts/training/graph_encoder_decoder_decompiler.py"
"ba193bfbd70eb9d612d5236baf3c0e178da4439121e9e31aa9d29c8a4d198255","12576","code/scripts/training/graph_encoder_decoder_decompiler_v2.py"
"316486a340686a5ad62ef9d260193e3f3d4953c0dbafce054d4c0c2afec616b4","64921","code/scripts/training/graph_encoder_decoder_decompiler_v2_antigravity.py"
"35538daf6eabba73a3353908c13935518ae1682697df3a87797fa50b788f0aa7","88161","code/scripts/training/graph_grpo_decompiler_antigravity.py"
"f86b9d23ea0ab803907dcfa7dbc89738dd8bdf4d0b0e371caab36c2c353bc6fe","1007","code/scripts/training/graph_positions.py"
"131b573334e8ece34ebf5e9481cfb55f5764e8c2a782221d0dbd8f7e539236c0","17291","code/scripts/training/grpo_selfcheck.py"
"330c5f488d3933cdece85ace52cf8e326a533d58c23b89ee3e259f1e8b70c18c","17006","code/scripts/training/grpo_training_fixed.py"
"8cf549940d9d5870f091b9ad3d670928ff3febb98031cb78e5eb4b00254d8327","19456","code/scripts/training/grpo_training_h200.py"
"bfce5d5db7e4e01829ebebd5e089354c0ec38fcabf82c11bd1d3b5664d227369","36861","code/scripts/training/GRPO_Trainv2.py"
"3e8017bbe9a19acc62e4fa6a89cec64900d54916ced8b3fb07bf484f38e15073","37741","code/scripts/training/GRPO_Trainv3.py"
"aeb3b466c3e4595888acff897ef468148420fbf42a39c3fbee02c9044ddd308a","33846","code/scripts/training/grpo_unittests_decompiler_antigravity.py"
"001485fa5febf89e516639fcde00161ab65e6f64eddf10289ffd06379f684d8e","5458","code/scripts/training/train_qwen3-v1.py"
"42823d21ddebbc1fca7177ec6311c0aa88373e337023d3877f7c7c03b497aad5","6520","code/scripts/training/train_qwen3-v2.py"
"eaea6f9cbdcebeb5c363dbfd73827da17b8e74904ef5900ef5ddddc821a88cd4","6599","code/scripts/training/trainer-v1.py"
"da56634585d1b8ee972190558cb847e8448d183d8c1a6f5a87026e7377e7cf79","6673","code/scripts/training/trainer-v2.py"
"f694d72d9d849ba7d9c483f9881f3abd8ef224d7e28520675daa1bbb5f0cbb17","27424","code/scripts/training/trainer-v3.py"
"4797265014f5da3d0d3848cce5672bbe489ba2fb3550613fcdd977a202569c92","6752","code/scripts/training/unsloth_train.py"
"36996310ba8503904229a21e3768d3ed62d423017563ab14c3be2744a63a471c","3791847","data/benchmark/compile-test2_cfg.jsonl"
"209adb27e762f005652f9f78b1ac2f49c1eb0b366f2fec45aa41ba77e48b1c0f","3228962","data/benchmark/grpo_data_cfg.jsonl"
"7c19a8bee0d202d20a5ada6dcd430a463540cd691276fa483b461b32a239e7e5","9515","data/fixtures/flutter_train_cfg_first.jsonl"
"e7a977b4ed4046bb63ed92bd3847b9a646335fb8a9afb06861f32d07cc7415d6","9292926","data/future/flutter_function_assembly_pool_cfg.jsonl.gz"
"246b232f4d42cbbdc791eb2f0ee19d7588a302f8adf5cee73aabafabf4abdda0","4917495","data/future/synthetic_pool_clean.jsonl.gz"
"e16cc92e1d8068a8a75255dfba9dc1a839740ca9a33f4764239e4e1f2473d056","1705371","data/harvest/rs_sft_x86_8b_allarms_with_h100_all.jsonl"
"a205f411f241d2326f758e3942c320dafde39085806c177bb25c60c496da7d55","4390093","data/harvest/rs_sft_x86_8b_allarms_with_h100_all_plus_refs.jsonl"
"c63366e8ce3202989998ba0f97def51d2f28b4d9af5f9e5280411bf1e8f3ec70","12399","data/harvest/rs_sft_x86_8b_allarms_with_h100_report.json"
"830bd6d0fb08f8c0c6fb65e9caef275b4f78f2ed88337e300019cf861a5181b9","2521","DATA_CARD.md"
"0784823682cc852d6fb11032dfc7138728601d6f97eeeeef2a5b578569c79b80","200406","docs/FULL_HANDOFF.md"
"6dd0c6d90757a41b50d68c0661e44d779c27dd817f0b8af9582e8654e194314c","54891","docs/Run_commands.md"
"75acd26ef3b4cc851ac59d3cf4930017ac8f8da66ac0a76fc5211ae6c9d2decb","32352","environment/env_manifest_local_verification.txt"
"4900448a0668e9e275047a190ceb5c44ac0408f5cfc359cca18459898967a2c5","4409","environment/requirements.txt"
"72d1df1f0d5d847b78b903a6ea0e0036a001cb0668a8e3adca47578927e23c16","154","environment/requirements-verification.txt"
"55df3e7e00ba95cffd41d64a54c2284f40e7d52642df3e245f84b776fbeccaff","682166","frontier/Frontier_results/preds_azure_gpt_chat_latest_asm.json"
"21e6aceee588813c2b6667aa09b3c8da865c09efc34934d4e23f892a7fb66169","6245","frontier/Frontier_results/preds_azure_gpt_chat_latest_asm_results.txt"
"6bf4cc6583c15da5f39e982d6df7ef91eaa6ca0e0492fc379836653a90dfbaf1","329287","frontier/Frontier_results/preds_frontier_asm_deepseekvpro.json"
"0da417543b5c9c5020fba5a6605c5594de494d102531b080e2c816e72fc14e5e","6189","frontier/Frontier_results/preds_frontier_asm_deepseekvpro_results.txt"
"06b8c03bdeba0f777059cec300fa22714b091f07440cbf46fb0715b414296bcd","296119","frontier/Frontier_results/preds_frontier_asm_glm52.json"
"a139170f4e9151d1e0f49c6d99d820fd3b9e2222832b0197b60f5f1e60c65f59","6194","frontier/Frontier_results/preds_frontier_asm_glm52_results.txt"
"581c7c2ce249e522807795534424266e430c541e071a5ad7d44b0168036315dd","412876","frontier/Frontier_results/preds_frontier_asm_sonnet5.json"
"ed552658ba73332c9ca976c8d4cdb09ac1ecfe367ee62d7b372f6576f011598b","6212","frontier/Frontier_results/preds_frontier_asm_sonnet5_results.txt"
"863eab7c964e45583dc5cd7e2cac37867746cb893e4a32b5a5ff211585ced014","3648","frontier/GPT55Abl/gpt55_ablation_summary.json"
"28d0fc7bacfee002f83b0b656e963a65c0a9af2714f8d44737bc7c09a464991d","753234","frontier/GPT55Abl/preds_gpt55_asm"
"5cf3ee859aeeb728f67f72d3b3313d8002350e6602ef4dfec4adc020e5578952","7260","frontier/GPT55Abl/preds_gpt55_asm_compilek"
"d27972a5af68b7f8264830f4a585879a576e6769c8f811ad804949bfb798178b","734361","frontier/GPT55Abl/preds_gpt55_asm_max-2048"
"174bb830cd1821b8728a26abcecd79c2b3419b4513c56bb949541abcd1a04e90","7261","frontier/GPT55Abl/preds_gpt55_asm_max-2048_compilek"
"3ac4512909bdb87053a0a7f5671ba2d8c71d5c9910b4ea0da5cee93f89728846","6254","frontier/GPT55Abl/preds_gpt55_asm_max-2048_passk"
"2fa445bd937740417fd453713ab60fa1be5cfe84280081a9e5bce895698fa6af","762957","frontier/GPT55Abl/preds_gpt55_asm_max-cfg"
"6067350855c37761ff724e95bf31808544dfb2c2105061dd916c00694de2fafa","7260","frontier/GPT55Abl/preds_gpt55_asm_max-cfg_compilek"
"68ed5ac88565f0e944d7ea183e00952c43cc223ec69284caf33cb1607d2606f2","6252","frontier/GPT55Abl/preds_gpt55_asm_max-cfg_passk"
"80fe8e452fdb2e6db93b40272ba99a108077818da9fa1a95cc451a56dbf38c63","898564","frontier/GPT55Abl/preds_gpt55_asm_max-cfg2"
"f0473df59b0d113d2746f27c2615ab42c3f47c0babb85e0691c6aac9325a78d6","7261","frontier/GPT55Abl/preds_gpt55_asm_max-cfg2_compilek"
"bc7d9006aa87d06e18f08fbf980f322e2340faa490748f61b397605e7c20cfed","6252","frontier/GPT55Abl/preds_gpt55_asm_max-cfg2_passk"
"0ea0523242914f023e3dbe50730c1ec717b6f0740ce56cc26a9c4aa3d248cce0","736299","frontier/GPT55Abl/preds_gpt55_asm_max-graphonly"
"632b7bd71d4bb85b209d7e0e13708625b8b95f5cca3e840f045f858b12920a78","7254","frontier/GPT55Abl/preds_gpt55_asm_max-graphonly_compilek"
"fc4acc168bb907907a80d150c229be5ef10e02deb093e47936a609214a0cb20f","6226","frontier/GPT55Abl/preds_gpt55_asm_max-graphonly_passk"
"e05b78a3efdafc9f17ae52065a5768596ff1579942a5cc095ec42c495f76123d","888399","frontier/GPT55Abl/preds_gpt55_asm_max-graphonly2"
"2fe14727642f08734be5adb5d0ef01481fe37c362b085fcadb913a1c0e8259aa","7260","frontier/GPT55Abl/preds_gpt55_asm_max-graphonly2_compilek"
"e7a36ae06c385fc50f0f798df3a854ab00c893b2bbe315d4cbf82299eb433467","6247","frontier/GPT55Abl/preds_gpt55_asm_max-graphonly2_passk"
"8d8fee2c222e5a85fac3014bd2ec15de1ec5bff8c70bbdd10b03df28f4152e6b","6253","frontier/GPT55Abl/preds_gpt55_asm_passk"
"951bbe0bf7822601e899ae4d355bbc2fb5068b4ceb61d4d8ae8895776c3d6ecb","839803","frontier/GPT55Abl/preds_gpt55_asm2"
"c1e48d87279c2175b63007198bb2f9abcddaa6626fd7420621ba18e660ecbc57","7261","frontier/GPT55Abl/preds_gpt55_asm2_compilek"
"d803d7a651e67227e6076a8e8113f7ff734eca0a6a119a37a2241339bb183159","6252","frontier/GPT55Abl/preds_gpt55_asm2_passk"
"11c150e185b3dea12a52a83e2adca5def1d1f6696d91da605827618da96497dd","584","LICENSE_STATUS.md"
"a6d5ce8ba3199da3fe5a86d47da266c1d21c3062a1f86c34807ff3b39530de85","3373","manifests/artifact_inventory.json"
"bd0ff650a63b368d5cdee1dcfcd0ebc47e2ca047b3eda904b40d5e7dc70c1274","2236","manifests/dataset_manifest.json"
"016f61e25d360e5652f5e43f5a9e522abeba6f0b5c88a41e2e756fd716ad5334","3612","manifests/frontier_run_integrity.json"
"f1282a3f4a85db49acbdf47354ec22b1311ef6f5410c7159faba7a19eb544120","6933","manifests/huggingface_files_qwen3_8b.csv"
"c59147af0aee5c11210b7b832a75b50bca2105afd877412d2496566700209f66","18515","manifests/huggingface_model_manifest.json"
"d24c6d67a3400876b85c546349c6796789ecb8ddc856fa4467ee6cc86d8a019d","1436","MODEL_WEIGHTS.md"
"ef90d7c14b7ae12baa92d1873d17cb18810e087bc9683fc1eaf07edd6556b35e","267646","paper/paper_graph_ensemble_20260707.pdf"
"b73f5c72c7eccdc3d2a3a5b83878ff58e0121a7aa51493527aaeb063fad92c35","70050","paper/paper_graph_ensemble_20260707.tex"
"36cedd1145c1da66b7220658b6abdcd44908f66cc9a301ba0f24d3907ee3721f","11237","paper/paper_graph_ensemble_refs.bib"
"cde354fd9303ebbe3e6c120b33f1c4bbede2b0721f6200920fdc6d3ac17024bc","5865","README.md"
"8dbf7f1d21429c4544a5d0c29f2e2878fffabb008974dac31ad55b05fe33ed27","5785244","results/analysis/final_analysis.jsonl"
"0b3da0181b07149d5fa57fa6b4dfaba551bed7d9d5d34a7d348c77487ec47794","119","results/analysis/synthetic_pool_clean_schema_validation.json"
"0e6794662a7d64157c0b93a572d76e9f06ead9eea53e6d47bee1e1e30a518eff","48072","results/analysis/synthetic_pool_validation.json"
"4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","2","results/analysis/synthetic_retry_failures.json"
"76def530fa780eeb3a09f80204ba5817d5c2d83bce9346d8ac1adf987edcc1ee","109575","results/analysis/zero_pass_audit.json"
"ebf17904e8c5c0d7d4046ff4b29be5a8bdbd1faef037d192f372860c91cb7647","179","results/metrics/compile154_jitpassharness/base_reference_compile_at_k.json"
"b12c048b2e5f2fb137edbef93ff3c1fa541dd1dba5641607833d932599861165","177","results/metrics/compile154_jitpassharness/binary_grpo_compile_at_k.json"
"cada129669b838a8e2c557805c98138efa1c2e3fa437fb69d5aa240539455569","176","results/metrics/compile154_jitpassharness/binary_rs_sft_ref_compile_at_k.json"
"a010a6adf463728082d568688adc77bca5f8546fadeabaa00fe3233584506d5a","177","results/metrics/compile154_jitpassharness/cfg_only_compile_at_k.json"
"aa5c5e995f4860306e071562b3b6ef5ab166fb9484bef1d857098c007400ffba","177","results/metrics/compile154_jitpassharness/clean_g3_compile_at_k.json"
"700df00bd0f117bc10ac4568266be2fb95b95a54ce61734edfc9693e1d72b1ca","176","results/metrics/compile154_jitpassharness/frontier_deepseek_v4_pro_compile_at_k.json"
"e0974dc47b2fbe44efb0cfe095a97ee6d26f653b1c97baa1678dab5f5d6065a6","178","results/metrics/compile154_jitpassharness/frontier_glm_5_2_compile_at_k.json"
"3dc3b70ef2be538658a7e23cc15ffef4de5a816df8a808bcd5ccfc5293556e09","174","results/metrics/compile154_jitpassharness/frontier_gpt_chat_latest_compile_at_k.json"
"b1ae30df583cd4d11e2a561943d4394ee4fb9498fba75be8d8f93e0009f2abff","176","results/metrics/compile154_jitpassharness/frontier_sonnet5_compile_at_k.json"
"5608990e000c62633248b9b519a66e016fad63af377e52912242e21f8111b8a1","176","results/metrics/compile154_jitpassharness/g3_p128r_compile_at_k.json"
"299e098fa5b8459af9c5a0995455d92b4509e98641b2eb32ea07b1e4075c2992","178","results/metrics/compile154_jitpassharness/graph_text_compile_at_k.json"
"16044e71099431187a2fbfcf579a1075bb71edb530427cfe16f58f12fc3ca579","180","results/metrics/compile154_jitpassharness/null_graph_compile_at_k.json"
"6fffde12eb68831e0d470a8f8ab45bae138bb22f94f74213894ba8079615b9db","180","results/metrics/compile154_jitpassharness/p128_without_rms_compile_at_k.json"
"0c99ea3b8fa7488e51e44547cfa64ea7a70ab97b626fb146f6d58cef67641309","174","results/metrics/compile154_jitpassharness/rs_sft_allarms_compile_at_k.json"
"32a86723b3a9caa6d52bf0a71ff5b781ade94f6eea4f68c8eef2953496c59b30","176","results/metrics/compile154_jitpassharness/simko_style_grpo_compile_at_k.json"
"218b3a8a9c1f63110e7a0316cc5240580a8fad84ec460edbb6d0fb219534fd7a","176","results/metrics/compile154_jitpassharness/style_repair_ultralite_compile_at_k.json"
"28031d6f75a2a1b3e76d9f4c01c1380065068925ea9dd7c9da57f209063a9262","178","results/metrics/compile154_jitpassharness/style1036_sft_compile_at_k.json"
"ab5c50854ee489b1a2739556a5af56dfec32cd72200d2ff4573f0c4337e8e6eb","2935","results/metrics/compile154_jitpassharness/summary_compile_at_k_154_passharness.csv"
"beb8bcd4f17b339255330e24f41d67698c4d6ee7fa42ec1c108da33cbff02886","6188","results/metrics/compile154_jitpassharness/summary_compile_at_k_154_passharness.json"
"7e8a0b842df1c29cb937a4ef3faa404f923d60ef0b1bfe67572d796f2b8f18b0","179","results/metrics/compile154_jitpassharness/text_only_compile_at_k.json"
"31ea6bdd6572f3044d86f9d8f44311751dbaa1ea043e2f9aba46b0e00b54489a","144","results/metrics/pass154_same_pools/base_reference_pass_at_k.json"
"a24389cd567a4a3d518ab9c3c7af299d587133ba80568e7c6ddc71984175eaf9","144","results/metrics/pass154_same_pools/binary_grpo_pass_at_k.json"
"789dfec2f647b86fba24e1c1b016d4a85d81183de9c6233d0a06476e8e412abd","143","results/metrics/pass154_same_pools/binary_rs_sft_ref_pass_at_k.json"
"50880e5ddb5afcf802c85ac0658983aa1edfbb69e39e046028c64b2cc9d49461","143","results/metrics/pass154_same_pools/cfg_only_pass_at_k.json"
"ac6696123e8b3b456efb7386a342b300322e4a3f4a0c0c2f9614e6db04304325","144","results/metrics/pass154_same_pools/clean_g3_pass_at_k.json"
"c74a6f86a054d216df168e5c8eb8e68040f64e7730ab3e0a2912e3d412177973","143","results/metrics/pass154_same_pools/frontier_deepseek_v4_pro_pass_at_k.json"
"403d68040e0e68cc6d00722544b10197c285422d04fbc1889cfbe98feb6754ca","141","results/metrics/pass154_same_pools/frontier_glm_5_2_pass_at_k.json"
"3f9c18def8d1b0861d944eac54c727d3f0227f454ce43580eb4ccc50058c61db","140","results/metrics/pass154_same_pools/frontier_gpt_chat_latest_pass_at_k.json"
"36e4c65355a1c25113a8e0de97087f5dce8b21b6e699fc6615058b8d53efd75a","139","results/metrics/pass154_same_pools/frontier_sonnet5_pass_at_k.json"
"9d70775cff03d3e10c738eedb5d55a4ffcb8d7706cf3f21aeab6606b34ecfeb4","142","results/metrics/pass154_same_pools/g3_p128r_pass_at_k.json"
"6addd75820c7100bc7d22d8e0a9566ba699b25e102faaa6469f64ac4ab7e566c","143","results/metrics/pass154_same_pools/graph_text_pass_at_k.json"
"b7e76c8efc49f8c7e69a2f72c575c34afc819344859a3e1dac15051a3c92727f","144","results/metrics/pass154_same_pools/null_graph_pass_at_k.json"
"fd3fd46d9a002fe940f4c4cb32f48c34c09c6bee40e426bd015a089f7b0e01b2","95","results/metrics/pass154_same_pools/p128_without_rms_pass_at_k.json"
"e82493d46cf0ce6ef36185fe4ffd9c8045a10f13aeb7f852965c733cece4d36f","413","results/metrics/pass154_same_pools/pass10_mcnemar_clean_g3_aggregate_corrected.csv"
"73e2cf153371165e2b099ccb8948d511ac8d5ff3e3280a0f1aac073332cce950","2648","results/metrics/pass154_same_pools/pass10_mcnemar_clean_g3_aggregate_corrected.json"
"875a66b00d88857f91a320e792990be28b7a10a4fa1aedf3eb40d58dd332fd1e","144","results/metrics/pass154_same_pools/rs_sft_allarms_pass_at_k.json"
"33c545a5549783e26bf988b48077ca06b43dabbe13434414392d16b36f00a41e","144","results/metrics/pass154_same_pools/simko_style_grpo_pass_at_k.json"
