task_id,filename,category,difficulty,generator_provider,generator_model,reference_length,dart_source_chars,function_chars,tests_count,tests_chars,assembly_chars,assembly_lines,cfg_blocks,region_count_ceil_blocks_div_16,blocks_over_first_region,edge_records,cfg_edge_count,dataflow_edge_count,parsed_instruction_count,isolated_nodes,unreachable_nodes,compile_successes_of_10,pass_successes_of_10,any_compile,any_pass,compile_at_1,compile_at_5,pass_at_1,pass_at_5,pass_at_10,mean_codebleu_all_candidates,mean_codebleu_compiled_candidates,long_reference_ge_1000,semantic_failure_all_10
syn_0003,syn_0003.dart,sorting and ordering with custom comparators,medium,or_sonnet,anthropic/claude-sonnet-4.6,1078,1078,32,1,1609,7559,164,34,3,18,78,40,38,153,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.6243909999999999,0.615575,1,1
syn_0004,syn_0004.dart,"state machine simulation (parsers for tiny grammars, token scanners)",easy,or_sonnet,anthropic/claude-sonnet-4.6,546,546,20,1,892,1882,46,11,1,0,34,13,21,39,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.645969,0.65820625,0,1
syn_0006,syn_0006.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_sonnet,anthropic/claude-sonnet-4.6,835,835,19,1,1133,6152,149,28,2,12,91,35,56,140,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.46235,0.4749425,0,1
syn_0010,syn_0010.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_deepseek,deepseek/deepseek-v4-pro,738,738,17,1,1030,7074,168,40,3,24,139,52,87,159,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.53844,0.553736,0,1
syn_0011,syn_0011.dart,sorting and ordering with custom comparators,hard,or_deepseek,deepseek/deepseek-v4-pro,1339,1339,33,1,1127,12710,290,57,4,41,251,74,177,277,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.583385,0.6175366666666667,1,1
syn_0015,syn_0015.dart,"string encoding/decoding (run-length, caesar, simple checksums)",easy,or_deepseek,deepseek/deepseek-v4-pro,514,514,19,1,945,3977,95,14,1,0,30,16,14,84,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.479694,0.4887714285714286,0,1
syn_0018,syn_0018.dart,sorting and ordering with custom comparators,medium,or_kimi,moonshotai/kimi-k2.6,1117,1117,14,1,1243,11555,257,53,4,37,200,69,131,248,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.373189,0.40099666666666667,1,1
syn_0019,syn_0019.dart,"bit manipulation (masks, popcount, rotations, flags)",easy,or_kimi,moonshotai/kimi-k2.6,581,581,21,1,913,1339,34,6,1,0,20,7,13,27,0,0,6,4,1,1,0.6,1.0,0.4,0.9761904761904762,1.0,0.627111,0.5949183333333333,0,0
syn_0021,syn_0021.dart,sorting and ordering with custom comparators,easy,or_kimi,moonshotai/kimi-k2.6,686,686,26,1,1104,4908,118,16,1,0,40,18,22,107,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.570099,0.53071,0,1
syn_0026,syn_0026.dart,sorting and ordering with custom comparators,hard,or_qwen_max,qwen/qwen3.7-max,1113,1113,18,1,1255,13214,303,60,4,44,236,81,155,292,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.508633,0.5746833333333333,1,1
syn_0030,syn_0030.dart,sorting and ordering with custom comparators,medium,or_qwen_max,qwen/qwen3.7-max,1094,1094,24,1,1189,8112,191,40,3,24,210,52,158,182,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.581344,0.622395,1,1
syn_0034,syn_0034.dart,sorting and ordering with custom comparators,hard,or_qwen_plus,qwen/qwen3.7-plus,1359,1359,22,1,1119,11976,276,63,4,47,211,84,127,267,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.637621,0.594885,1,1
syn_0043,syn_0043.dart,"list/collection transformations (map, fold, dedupe, partition)",easy,or_qwen_plus,qwen/qwen3.7-plus,585,585,20,1,878,5521,135,20,2,4,42,22,20,124,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.47071300000000005,0.48594166666666666,0,1
syn_0060,syn_0060.dart,string parsing and tokenization,easy,or_glm_turbo,z-ai/glm-5-turbo,625,625,19,1,1001,2887,69,17,2,1,38,20,18,62,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.600525,0.6480925,0,1
syn_0061,syn_0061.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_glm_turbo,z-ai/glm-5-turbo,504,504,22,1,1313,2228,51,15,1,0,60,19,41,44,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.45247099999999996,0.512482,0,1
syn_0063,syn_0063.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,or_glm_turbo,z-ai/glm-5-turbo,1006,1006,23,1,946,2628,67,15,1,0,33,17,16,60,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.589729,0.592345,1,1
syn_0067,syn_0067.dart,"list/collection transformations (map, fold, dedupe, partition)",easy,or_minimax,minimax/minimax-m3,532,532,18,1,972,1777,42,11,1,0,36,13,23,35,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.559501,0.5730244444444444,0,1
syn_0070,syn_0070.dart,sorting and ordering with custom comparators,easy,or_minimax,minimax/minimax-m3,626,626,19,1,1082,4319,99,23,2,7,82,29,53,90,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.5613859999999999,0.5494271428571429,0,1
syn_0071,syn_0071.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,or_gemini_pro,google/gemini-3.1-pro-preview,844,844,21,1,1113,6424,155,34,3,18,137,43,94,146,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.550433,0.5454085714285715,0,1
syn_0076,syn_0076.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,or_gemini_pro,google/gemini-3.1-pro-preview,805,805,22,1,973,8633,204,49,4,33,201,66,135,195,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.552954,0.5181775,0,1
syn_0082,syn_0082.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,or_grok,x-ai/grok-4.3,761,761,26,1,923,9394,225,39,3,23,157,52,105,216,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.590612,0.6022371428571428,0,1
syn_0097,syn_0097.dart,sorting and ordering with custom comparators,easy,or_gpt,openai/gpt-5.5,798,798,30,1,1105,6505,159,27,2,11,80,31,49,150,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.586931,0.6010519999999999,0,1
syn_0107,syn_0107.dart,rescued,rescued,rescue,rescued-from-log,2293,2293,41,1,1718,37258,857,177,12,161,803,257,546,848,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.568143,0.5742825,1,1
syn_0109,syn_0109.dart,rescued,rescued,rescue,rescued-from-log,1951,1951,27,1,1869,20167,487,106,7,90,463,150,313,478,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.42957900000000004,0.45243,1,1
syn_0118,syn_0118.dart,rescued,rescued,rescue,rescued-from-log,514,514,21,1,1239,5981,140,31,2,15,123,42,81,131,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.687224,0.718715,0,1
syn_0119,syn_0119.dart,rescued,rescued,rescue,rescued-from-log,1155,1155,28,1,1481,19144,431,109,7,93,396,150,246,416,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.657082,0.6893783333333333,1,1
syn_0126,syn_0126.dart,matrix / 2D grid traversal and transformation,hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1300,1300,19,1,1169,13920,319,64,4,48,317,89,228,312,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.688581,0.7075433333333333,1,1
syn_0132,syn_0132.dart,sorting and ordering with custom comparators,easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,750,750,18,1,1279,8141,190,37,3,21,140,49,91,179,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.483251,0.56871,0,1
syn_0135,syn_0135.dart,Map/Set based frequency counting and grouping,hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1609,1609,19,1,1183,22756,522,114,8,98,430,153,277,507,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.694311,0.69925,1,1
syn_0137,syn_0137.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,746,746,29,1,1231,11201,269,33,3,17,128,44,84,262,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.47494800000000004,0.5107139999999999,0,1
syn_0138,syn_0138.dart,"string encoding/decoding (run-length, caesar, simple checksums)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1243,1243,17,1,1146,11472,256,66,5,50,368,95,273,249,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.619119,0.611468,1,1
syn_0143,syn_0143.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1242,1242,23,1,1227,14631,331,76,5,60,371,109,262,322,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.644513,0.6482014285714286,1,1
syn_0145,syn_0145.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1497,1497,26,1,1258,10047,221,73,5,57,347,105,242,214,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.661994,0.66325,1,1
syn_0151,syn_0151.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,595,595,17,1,1166,2710,65,11,1,0,38,13,25,58,0,0,8,2,1,1,0.8,1.0,0.2,0.7777777777777778,1.0,0.561843,0.5638125,0,0
syn_0152,syn_0152.dart,Map/Set based frequency counting and grouping,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1082,1082,24,1,1503,12187,287,50,4,34,181,68,113,278,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.5652429999999999,0.647776,1,1
syn_0157,syn_0157.dart,"state machine simulation (parsers for tiny grammars, token scanners)",easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,617,617,16,1,1130,5411,126,27,2,11,125,35,90,119,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.477274,0.51525,0,1
syn_0166,syn_0166.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,704,704,21,1,1148,6540,157,29,2,13,115,39,76,150,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.5084609999999999,0.5084609999999999,0,1
syn_0167,syn_0167.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,604,604,21,1,1119,3208,75,22,2,6,95,28,67,68,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.5702550000000001,0.6226683333333334,0,1
syn_0173,syn_0173.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1498,1498,22,1,1148,23155,519,133,9,117,678,186,492,512,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.643303,0.6678700000000001,1,1
syn_0177,syn_0177.dart,Map/Set based frequency counting and grouping,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1164,1164,36,1,1364,19564,445,102,7,86,442,146,296,438,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.701219,0.71277,1,1
syn_0181,syn_0181.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1118,1118,18,1,1536,11999,279,50,4,34,214,67,147,272,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.505269,0.58576,1,1
syn_0184,syn_0184.dart,two-pointer and sliding-window techniques,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1150,1150,16,1,1237,20558,455,115,8,99,598,164,434,448,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.651624,0.6507985714285714,1,1
syn_0185,syn_0185.dart,matrix / 2D grid traversal and transformation,easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,567,567,16,1,1153,5020,116,26,2,10,143,34,109,109,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.603559,0.653472,0,1
syn_0189,syn_0189.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1667,1667,27,1,1516,19739,461,86,6,70,436,120,316,452,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.584485,0.6396499999999999,1,1
syn_0195,syn_0195.dart,matrix / 2D grid traversal and transformation,medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1485,1485,27,1,1419,21136,486,104,7,88,500,147,353,479,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.610959,0.68731,1,1
syn_0201,syn_0201.dart,matrix / 2D grid traversal and transformation,hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1392,1392,15,1,1456,24227,567,105,7,89,896,153,743,560,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.395354,0.43144499999999997,1,1
syn_0207,syn_0207.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1261,1261,26,1,1398,16153,369,83,6,67,471,117,354,362,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.639324,0.6033,1,1
syn_0211,syn_0211.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1185,1185,21,1,1527,12273,275,58,4,42,236,81,155,268,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.6305959999999999,0.6261180000000001,1,1
syn_0217,syn_0217.dart,"dynamic programming on 1D/2D arrays (small, iterative)",easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,897,897,24,1,1171,19555,460,82,6,66,433,116,317,453,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.43354499999999996,0.3601,0,1
syn_0223,syn_0223.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,701,701,17,1,1526,7791,178,36,3,20,169,47,122,171,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.529996,0.5712,0,1
syn_0231,syn_0231.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",hard,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1829,1829,25,1,1275,29815,678,147,10,131,674,213,461,671,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.6678580000000001,0.6486350000000001,1,1
syn_0241,syn_0241.dart,"search problems (binary search variants, kth element)",medium,or_nemotron,nvidia/nemotron-3-ultra-550b-a55b,1360,1360,17,1,1891,8871,198,48,3,32,245,67,178,191,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.651868,0.656684,1,1
syn_0259,syn_0259.dart,string parsing and tokenization,easy,or_deepseek,deepseek/deepseek-v4-pro,489,489,17,1,1235,7191,167,29,2,13,124,37,87,160,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.500319,0.55533,0,1
syn_0261,syn_0261.dart,Map/Set based frequency counting and grouping,hard,or_deepseek,deepseek/deepseek-v4-pro,870,870,17,1,1130,16798,379,78,5,62,372,111,261,370,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.682764,0.7007475000000001,0,1
syn_0262,syn_0262.dart,"search problems (binary search variants, kth element)",hard,or_deepseek,deepseek/deepseek-v4-pro,1046,1046,14,1,1274,9483,216,52,4,36,230,72,158,207,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.664436,0.6747566666666667,1,1
syn_0267,syn_0267.dart,string parsing and tokenization,medium,or_deepseek,deepseek/deepseek-v4-pro,1160,1160,17,1,1190,12183,278,57,4,41,310,78,232,271,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.580472,0.6425375,1,1
syn_0269,syn_0269.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",hard,or_deepseek,deepseek/deepseek-v4-pro,903,903,29,1,1478,1398,35,3,1,0,5,3,2,28,0,0,10,1,1,1,1.0,1.0,0.1,0.5,1.0,0.6541129999999999,0.6541129999999999,0,0
syn_0278,syn_0278.dart,"list/collection transformations (map, fold, dedupe, partition)",easy,or_deepseek,deepseek/deepseek-v4-pro,651,651,23,1,1225,6133,143,31,2,15,146,40,106,136,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.5328039999999999,0.5123266666666667,0,1
syn_0282,syn_0282.dart,Map/Set based frequency counting and grouping,medium,or_deepseek,deepseek/deepseek-v4-pro,1337,1337,25,1,1949,14648,337,55,4,39,226,73,153,330,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.659241,0.65418,1,1
syn_0285,syn_0285.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_deepseek,deepseek/deepseek-v4-pro,911,911,22,1,1441,3517,74,31,2,15,94,47,47,67,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.628472,0.6404077777777777,0,1
syn_0291,syn_0291.dart,matrix / 2D grid traversal and transformation,easy,or_deepseek,deepseek/deepseek-v4-pro,660,660,16,1,1455,5602,132,22,2,6,101,30,71,125,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.312514,0.331248,0,1
syn_0292,syn_0292.dart,two-pointer and sliding-window techniques,medium,or_deepseek,deepseek/deepseek-v4-pro,713,713,26,1,1186,3440,79,24,2,8,115,32,83,72,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.530974,0.5855725,0,1
syn_0296,syn_0296.dart,Map/Set based frequency counting and grouping,easy,or_deepseek,deepseek/deepseek-v4-pro,542,542,27,1,1124,6488,151,28,2,12,86,36,50,142,0,0,4,3,1,1,0.4,0.9761904761904762,0.3,0.9166666666666666,1.0,0.662251,0.659385,0,0
syn_0308,syn_0308.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_deepseek,deepseek/deepseek-v4-pro,911,911,20,1,1078,4032,93,27,2,11,127,36,91,86,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.6076159999999999,0.61071,0,1
syn_0314,syn_0314.dart,"search problems (binary search variants, kth element)",hard,or_deepseek,deepseek/deepseek-v4-pro,1146,1146,25,1,1245,4733,111,33,3,17,130,41,89,104,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.6483019999999999,0.6584633333333333,1,1
syn_0319,syn_0319.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_deepseek,deepseek/deepseek-v4-pro,1427,1427,20,1,1361,18991,429,83,6,67,407,123,284,422,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.709704,0.7167633333333333,1,1
syn_0320,syn_0320.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",medium,or_deepseek,deepseek/deepseek-v4-pro,877,877,23,1,1186,6270,147,37,3,21,154,46,108,140,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.64375,0.65561125,0,1
syn_0321,syn_0321.dart,string parsing and tokenization,medium,or_deepseek,deepseek/deepseek-v4-pro,606,606,28,1,1213,5474,128,20,2,4,93,26,67,121,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.5648839999999999,0.609386,0,1
syn_0330,syn_0330.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_deepseek,deepseek/deepseek-v4-pro,1138,1138,25,1,1248,6899,149,51,4,35,323,72,251,142,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.603984,0.6414500000000001,1,1
syn_0331,syn_0331.dart,sorting and ordering with custom comparators,hard,or_deepseek,deepseek/deepseek-v4-pro,1332,1332,23,1,1076,19170,429,106,7,90,399,146,253,420,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.635631,0.67537,1,1
syn_0340,syn_0340.dart,matrix / 2D grid traversal and transformation,easy,or_deepseek,deepseek/deepseek-v4-pro,485,485,16,1,1218,6044,145,28,2,12,104,37,67,138,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.381561,0.39403777777777776,0,1
syn_0348,syn_0348.dart,"string encoding/decoding (run-length, caesar, simple checksums)",hard,or_deepseek,deepseek/deepseek-v4-pro,1870,1870,29,1,1106,12820,289,79,5,63,339,110,229,282,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.34555199999999997,0.398275,1,1
syn_0350,syn_0350.dart,"dynamic programming on 1D/2D arrays (small, iterative)",hard,or_deepseek,deepseek/deepseek-v4-pro,925,925,23,1,1255,14364,337,66,5,50,377,94,283,330,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.643635,0.65742,0,1
syn_0352,syn_0352.dart,"string encoding/decoding (run-length, caesar, simple checksums)",easy,or_deepseek,deepseek/deepseek-v4-pro,613,613,20,1,1143,8525,202,31,2,15,133,42,91,195,0,0,8,1,1,1,0.8,1.0,0.1,0.5,1.0,0.709195,0.71244625,0,0
syn_0353,syn_0353.dart,"search problems (binary search variants, kth element)",medium,or_deepseek,deepseek/deepseek-v4-pro,957,957,20,1,1190,5741,127,42,3,26,180,59,121,120,0,0,8,6,1,1,0.8,1.0,0.6,1.0,1.0,0.6720240000000001,0.6803025,0,0
syn_0367,syn_0367.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,or_deepseek,deepseek/deepseek-v4-pro,735,735,32,1,1269,5712,130,33,3,17,122,46,76,123,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.543083,0.60019,0,1
syn_0376,syn_0376.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,or_deepseek,deepseek/deepseek-v4-pro,1044,1044,19,1,1509,15048,350,61,4,45,270,85,185,341,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.6681060000000001,0.6927233333333334,1,1
syn_0378,syn_0378.dart,matrix / 2D grid traversal and transformation,medium,or_deepseek,deepseek/deepseek-v4-pro,2195,2195,12,1,1246,16145,357,89,6,73,441,127,314,350,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.621666,0.678355,1,1
syn_0382,syn_0382.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",medium,or_deepseek,deepseek/deepseek-v4-pro,1145,1145,15,1,1332,11499,265,63,4,47,304,87,217,258,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.6451330000000001,0.6441950000000001,1,1
syn_0390,syn_0390.dart,"search problems (binary search variants, kth element)",easy,or_kimi,moonshotai/kimi-k2.6,650,650,23,1,1140,2111,51,12,1,0,45,15,30,44,0,0,9,2,1,1,0.9,1.0,0.2,0.7777777777777778,1.0,0.6290229999999999,0.63598,0,0
syn_0402,syn_0402.dart,"list/collection transformations (map, fold, dedupe, partition)",easy,or_kimi,moonshotai/kimi-k2.6,736,736,24,1,1281,4994,113,26,2,10,121,36,85,106,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.647092,0.6672566666666667,0,1
syn_0405,syn_0405.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_kimi,moonshotai/kimi-k2.6,633,633,21,1,1168,2751,66,11,1,0,41,13,28,59,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.548714,0.55706,0,1
syn_0414,syn_0414.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,or_kimi,moonshotai/kimi-k2.6,1543,1543,25,1,1329,18292,414,92,6,76,466,126,340,405,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.689345,0.683652,1,1
syn_0419,syn_0419.dart,matrix / 2D grid traversal and transformation,medium,or_kimi,moonshotai/kimi-k2.6,1393,1393,21,1,1738,22165,506,114,8,98,512,165,347,499,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.665432,0.65334,1,1
syn_0420,syn_0420.dart,"list/collection transformations (map, fold, dedupe, partition)",easy,or_kimi,moonshotai/kimi-k2.6,523,523,27,1,1141,4431,106,13,1,0,55,16,39,99,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.578059,0.5694522222222222,0,1
syn_0425,syn_0425.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_kimi,moonshotai/kimi-k2.6,620,620,21,1,1104,3084,76,11,1,0,43,13,30,69,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.599769,0.599769,0,1
syn_0426,syn_0426.dart,"bit manipulation (masks, popcount, rotations, flags)",easy,or_kimi,moonshotai/kimi-k2.6,573,573,18,1,1188,5081,117,24,2,8,140,33,107,110,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.609367,0.6020916666666666,0,1
syn_0428,syn_0428.dart,sorting and ordering with custom comparators,easy,or_kimi,moonshotai/kimi-k2.6,792,792,23,1,1420,6333,150,23,2,7,64,28,36,139,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.668053,0.68784,0,1
syn_0429,syn_0429.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_kimi,moonshotai/kimi-k2.6,651,651,27,1,1241,5550,130,26,2,10,114,35,79,123,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.688287,0.688287,0,1
syn_0438,syn_0438.dart,Map/Set based frequency counting and grouping,medium,or_kimi,moonshotai/kimi-k2.6,1255,1255,24,1,1365,16003,375,60,4,44,258,82,176,366,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.62921,0.63931,1,1
syn_0443,syn_0443.dart,string parsing and tokenization,easy,or_kimi,moonshotai/kimi-k2.6,787,787,20,1,1222,6324,140,29,2,13,108,41,67,133,0,0,7,2,1,1,0.7,1.0,0.2,0.7777777777777778,1.0,0.669208,0.6677057142857142,0,0
syn_0447,syn_0447.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",hard,or_kimi,moonshotai/kimi-k2.6,1097,1097,21,1,1337,3445,83,21,2,5,83,26,57,76,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.650375,0.650405,1,1
syn_0450,syn_0450.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,or_kimi,moonshotai/kimi-k2.6,891,891,34,1,1221,2224,48,15,1,0,50,20,30,41,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.670737,0.6814766666666667,0,1
syn_0451,syn_0451.dart,Map/Set based frequency counting and grouping,easy,or_kimi,moonshotai/kimi-k2.6,691,691,20,1,1293,9044,213,33,3,17,101,40,61,202,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.625798,0.680015,0,1
syn_0453,syn_0453.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_kimi,moonshotai/kimi-k2.6,1403,1403,18,1,1252,21506,500,96,6,80,459,134,325,493,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.680968,0.7335149999999999,1,1
